Price,Close
Ticker,INTC
Date,
2016-05-20,24.245330810546875
2016-05-23,24.309667587280273
2016-05-24,24.977115631103516
2016-05-25,25.242483139038086
2016-05-26,25.322904586791992
2016-05-27,25.38723373413086
2016-05-31,25.403316497802734
2016-06-01,25.459611892700195
2016-06-02,25.54002571105957
2016-06-03,25.42745018005371
2016-06-06,25.475692749023438
2016-06-07,25.63651466369629
2016-06-08,25.644563674926758
2016-06-09,25.684778213500977
2016-06-10,25.765188217163086
2016-06-13,25.86972999572754
2016-06-14,25.845605850219727
2016-06-15,25.419403076171875
2016-06-16,25.48373794555664
2016-06-17,25.54002571105957
2016-06-20,25.86972999572754
2016-06-21,25.990354537963867
2016-06-22,25.966232299804688
2016-06-23,26.52913475036621
2016-06-24,25.371150970458984
2016-06-27,24.703697204589844
2016-06-28,25.081653594970703
2016-06-29,25.676733016967773
2016-06-30,26.376346588134766
2016-07-01,26.336137771606445
2016-07-05,26.27984619140625
2016-07-06,26.5130558013916
2016-07-07,26.69801139831543
2016-07-08,27.341331481933594
2016-07-11,27.64691734313965
2016-07-12,28.097244262695312
2016-07-13,28.153528213500977
2016-07-14,28.30632781982422
2016-07-15,28.201784133911133
2016-07-18,28.185699462890625
2016-07-19,28.26611328125
2016-07-20,28.700361251831055
2016-07-21,27.558467864990234
2016-07-22,27.8720760345459
2016-07-25,27.89620018005371
2016-07-26,28.217864990234375
2016-07-27,28.0087890625
2016-07-28,27.960540771484375
2016-07-29,28.032917022705078
2016-08-01,28.024869918823242
2016-08-02,27.791662216186523
2016-08-03,27.751148223876953
2016-08-04,28.018537521362305
2016-08-05,28.342636108398438
2016-08-08,28.391250610351562
2016-08-09,28.294015884399414
2016-08-10,27.97801971435547
2016-08-11,28.09955596923828
2016-08-12,28.010433197021484
2016-08-15,28.285919189453125
2016-08-16,28.52899742126465
2016-08-17,28.375051498413086
2016-08-18,28.334535598754883
2016-08-19,28.553300857543945
2016-08-22,28.650531768798828
2016-08-23,28.682947158813477
2016-08-24,28.48038101196289
2016-08-25,28.4317626953125
2016-08-26,28.569507598876953
2016-08-29,28.80447769165039
2016-08-30,28.92601776123047
2016-08-31,29.0799560546875
2016-09-01,29.185306549072266
2016-09-02,29.233909606933594
2016-09-06,29.630935668945312
2016-09-07,29.541812896728516
2016-09-08,29.525602340698242
2016-09-09,28.715349197387695
2016-09-12,29.233909606933594
2016-09-13,28.85309410095215
2016-09-14,28.861194610595703
2016-09-15,29.622835159301758
2016-09-16,30.52220916748047
2016-09-19,30.108985900878906
2016-09-20,30.09278106689453
2016-09-21,30.343957901000977
2016-09-22,30.424976348876953
2016-09-23,30.13327980041504
2016-09-26,29.695756912231445
2016-09-27,30.125192642211914
2016-09-28,30.335844039916992
2016-09-29,30.23862075805664
2016-09-30,30.5870304107666
2016-10-03,30.51411247253418
2016-10-04,30.416885375976562
2016-10-05,30.781494140625
2016-10-06,30.846309661865234
2016-10-07,30.87062644958496
2016-10-10,30.80580711364746
2016-10-11,30.19811248779297
2016-10-12,30.084686279296875
2016-10-13,29.955039978027344
2016-10-14,30.343957901000977
2016-10-17,30.214319229125977
2016-10-18,30.5870304107666
2016-10-19,28.772066116333008
2016-10-20,28.70725440979004
2016-10-21,28.48038101196289
2016-10-24,28.569507598876953
